@RELATION P1BotAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE mario_x NUMERIC
@ATTRIBUTE mario_y NUMERIC
@ATTRIBUTE marioStatus NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE isMarioOnGround {1, 0}
@ATTRIBUTE isMarioAbleToJump {1, 0}
@ATTRIBUTE isMarioAbleToShoot {1, 0}
@ATTRIBUTE isMarioCarrying {1, 0}
@ATTRIBUTE killsTotal NUMERIC
@ATTRIBUTE killsByFire NUMERIC
@ATTRIBUTE killsByStomp NUMERIC
@ATTRIBUTE killsByShell NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE distancePassedPhys NUMERIC
@ATTRIBUTE flowersDevoured NUMERIC
@ATTRIBUTE mushroomsDevoured NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE timeSpent NUMERIC
@ATTRIBUTE hiddenBlocksFound NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE bricks NUMERIC
@ATTRIBUTE enemys NUMERIC
@ATTRIBUTE coins_6 NUMERIC
@ATTRIBUTE enemys_6 NUMERIC
@ATTRIBUTE coins_12 NUMERIC
@ATTRIBUTE enemys_12 NUMERIC
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE enemys_24 NUMERIC
@ATTRIBUTE ACTION {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@data
0, 0, 0, -60, -60, -60, -60, -60, -60, 383.4207, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 23, 383, 0, 0, 0, 4, 0, -33, 8, 4, 0, 0, 0, 0, 0, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 387.1744, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 24, 387, 0, 0, 0, 4, 0, -33, 8, 4, 1, 0, 0, 0, 0, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 391.11523, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 24, 391, 0, 0, 0, 4, 0, -33, 8, 4, 1, 0, 0, 0, 1, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 395.22256, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 24, 395, 0, 0, 0, 4, 0, -33, 8, 4, 1, 0, 0, 0, 1, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 399.4781, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 24, 399, 0, 0, 0, 5, 0, -33, 8, 4, 1, 0, 0, 0, 1, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 403.8655, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 195, 25, 403, 0, 0, 0, 5, 0, -33, 8, 6, 1, 0, 0, 0, 1, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 408.3703, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 25, 408, 0, 0, 0, 5, 0, -33, 8, 6, 1, 0, 0, 0, 0, 0, 2, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 412.97958, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 25, 412, 0, 0, 0, 5, 0, -33, 8, 6, 1, 0, 0, 0, 0, 0, 2, AVANZA
0, 0, -24, -60, -60, -60, -60, -60, -60, 417.68182, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 26, 417, 0, 0, 0, 5, 0, -33, 11, 9, 1, 0, 1, 0, 1, 0, 2, AVANZA
0, 0, -24, -60, -60, -60, -60, -60, -60, 422.46683, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 26, 422, 0, 0, 0, 5, 0, -33, 11, 9, 1, 0, 1, 0, 1, 0, 2, JUMP-ADVANCE
0, 0, -24, -60, -60, -60, -60, -60, -60, 427.32547, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 26, 427, 0, 0, 0, 5, 0, -33, 11, 9, 1, 0, 1, 0, 1, 0, 2, AVANZA
0, -24, -24, -60, -60, -60, -60, -60, -60, 432.24966, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 27, 432, 0, 0, 1, 5, 0, -17, 14, 12, 1, 0, 1, 0, 1, 0, 2, JUMP-ADVANCE
0, -24, -24, -60, -60, -60, -60, -60, -60, 437.2322, 175.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 27, 437, 0, 0, 1, 5, 0, -17, 14, 12, 1, 0, 1, 0, 1, 1, 2, AVANZA
0, -24, -24, -60, -60, -60, -60, -60, -60, 442.26666, 161.7, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 27, 442, 0, 0, 2, 5, 0, -1, 13, 12, 1, 0, 1, 0, 1, 1, 2, AVANZA
